concatParams;mean;std
10_190_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;75.916008;799.826907
10_190_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;52.331346;662.554634
10_190_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;47.332679;621.235770
10_190_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;50.020597;636.818298
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;44.970311;1330.074319
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;29.448136;1118.105773
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;35.713239;1170.602345
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;61.259884;902.950341
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;30.916079;868.214766
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;35.635122;770.261308
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;24.851871;654.122678
10_190_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;24.354252;593.096977
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;44.127627;1124.302323
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;60.735992;995.622237
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;61.573616;1322.701745
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;46.088602;1246.657765
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;14.704200;740.381848
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;-0.479664;579.558916
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;-8.041574;696.849440
10_210_True_0.3_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;-7.828455;678.156239
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;105.062744;1007.281479
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;56.297701;857.540241
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;48.101470;732.655453
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;59.407051;645.194441
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;37.033478;555.125025
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;20.222952;520.138855
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;19.808195;456.369020
10_210_True_0.3_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;19.698700;434.045688
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;27.884942;1292.653479
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;52.677151;1116.657349
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;48.298521;995.329827
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;3.217647;1004.420556
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;-0.283143;903.630534
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;82.326537;1184.225779
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;54.622763;1170.966978
10_210_True_0.4_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;31.641974;814.254258
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;-1.402488;1711.235843
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;10.472488;1249.322025
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;54.661280;1002.219240
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;44.202138;873.679227
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;48.037469;736.685783
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;48.305518;656.409057
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;32.830812;554.865600
10_210_True_0.4_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;27.368153;535.128234
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;37.758568;629.576263
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;43.041058;506.010344
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;35.877576;417.896572
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;37.893146;364.332230
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;40.646879;336.781750
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;43.074521;317.113253
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;32.371999;290.886354
10_25_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;32.216695;282.272215
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;33.354921;618.673691
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;43.903201;523.206332
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;42.507689;427.119370
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;37.549392;367.114354
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;42.765583;332.764877
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;36.198094;302.968495
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;32.653811;280.652324
10_25_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;31.178368;271.916054
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;29.976384;516.471778
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;29.333822;422.006864
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;38.299097;385.536438
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;28.798591;345.069914
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;26.193503;312.717719
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;28.307170;288.498516
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;29.183024;273.744985
10_50_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;28.530606;264.459556
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;5.747511;547.155267
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;27.463709;439.632151
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;29.848389;376.728397
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;36.726766;330.727997
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;40.099560;306.593955
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;40.435339;293.914687
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;35.618589;265.282482
10_50_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;33.287725;252.328943
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;45.743971;430.311635
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;54.619976;359.501750
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;56.634050;330.488007
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;55.576275;293.907113
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;54.639451;264.733452
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;47.192045;245.999268
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;43.371724;229.549518
10_75_False_None_adadelta_mse_100_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;41.381953;224.833690
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;52.121166;458.993168
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;55.336063;379.401203
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;52.589744;328.908697
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;47.140796;298.207281
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;44.523311;269.179468
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;43.460995;258.982401
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;40.049652;243.544420
10_75_False_None_adadelta_mse_100_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;34.194054;238.639301
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;60.291414;449.768295
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;59.427967;361.318934
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;48.737835;298.439377
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;41.358211;273.777340
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;40.782764;251.231795
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;36.447885;241.180373
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;33.289734;241.612363
10_100_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;34.682563;237.930003
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;30.752453;444.633069
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;41.648007;360.765347
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;48.842719;342.975118
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;41.544057;300.128634
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;45.785436;277.115669
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;40.231545;266.377826
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;35.070965;255.727611
10_100_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;32.598462;251.450807
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;124.127546;1239.640873
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;83.486114;1165.848200
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;70.781085;991.199055
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;59.394189;884.946004
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;37.823463;713.067969
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;16.957985;1065.646957
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;11.164680;1048.249566
10_170_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;13.049324;1019.661406
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;32.200390;1050.789529
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;65.232164;882.066125
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;61.523321;747.705522
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;74.436837;589.673528
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;65.909951;505.619356
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;47.740147;458.630171
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;40.516155;400.037115
10_170_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;28.625550;375.551654
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;124.357718;1454.247316
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;133.905065;1381.291544
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;154.891807;1338.548236
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;174.139476;1241.253855
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;95.852153;1175.229125
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;89.069658;1123.360180
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;73.462462;903.866098
10_170_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;76.146394;852.964863
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;89.462180;1328.744113
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;-2.554723;1142.185484
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;19.658803;945.292838
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;43.313077;808.486842
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;63.028224;639.406272
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;45.009259;556.019451
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;45.645035;504.722597
10_170_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;37.278801;483.697003
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;74.664034;1187.055692
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;100.663055;1106.324481
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;106.158125;909.873184
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;88.070368;689.303781
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;109.290706;948.326744
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;72.549400;541.467338
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;59.376037;524.625524
10_190_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;54.685786;516.062508
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;78.183547;1241.238684
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;58.519306;1028.585855
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;36.383376;946.957513
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;53.655272;731.431424
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;35.951064;566.509969
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;10.456035;436.520246
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;2.886706;394.910844
10_190_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;0.033658;382.466034
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;111.339722;1433.393902
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;81.503719;1115.744409
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;44.185689;981.204113
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;55.640502;1097.223444
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;47.136145;974.682334
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;56.469944;939.688415
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;60.613711;882.046561
10_190_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;73.039920;896.648172
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;46.451916;1317.861058
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;40.883920;937.864007
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;59.696795;1055.115727
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;79.029659;998.854919
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;76.490449;765.438819
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;82.899471;685.104348
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;68.456388;651.455516
10_190_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;59.215663;601.769776
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;94.922896;1327.181641
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;-0.451479;1055.402485
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;1.764065;951.081759
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;-11.416631;731.797441
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;-17.042922;638.932354
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;-0.532595;563.424031
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;8.842040;500.410577
10_210_True_0.3_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;15.193284;477.846314
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;57.425897;1302.950703
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;73.034733;899.638883
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;24.234543;813.617054
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;18.865008;633.380544
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;12.082317;569.401842
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;-0.098280;518.649050
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;11.595463;498.175842
10_210_True_0.3_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;13.937185;434.786222
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;145.196834;1561.147261
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;87.507526;1215.115125
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;112.630301;1097.343215
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;122.747572;1069.889839
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;77.867070;973.411768
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;47.225900;827.353611
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;57.414156;735.984368
10_210_True_0.4_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;52.738095;728.165229
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;-43.696788;1889.109328
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;74.012230;1281.708755
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;32.969587;881.239953
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;49.721218;709.319001
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;57.052633;593.715229
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;34.722188;532.972973
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;27.392284;440.551851
10_210_True_0.4_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;25.342875;417.642724
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;34.641989;618.212556
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.4_2_riskContribution;33.001203;518.311535
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.5_2_riskContribution;41.169012;446.806436
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.6_2_riskContribution;37.339708;379.566920
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.7_2_riskContribution;35.697547;338.854136
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.8_2_riskContribution;32.560209;306.129023
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.9_2_riskContribution;30.991144;280.508859
10_25_False_None_adadelta_mse_200_10_tanh_linear__100000_1_True_True_False_None_None_0.95_2_riskContribution;32.032133;273.254420
10_25_False_None_adadelta_mse_200_1_tanh_linear__100000_1_True_True_False_None_None_0.3_2_riskContribution;49.489460;623.014964
