concatParams;mean;std
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_25_None_None_uniform;20.513958;352.647975
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_30_None_None_uniform;20.278534;342.508407
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_35_None_None_uniform;18.030492;320.133494
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_40_None_None_uniform;21.675689;305.323953
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_45_None_None_uniform;26.375855;291.308860
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_35_50_None_None_uniform;22.635738;282.600098
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_1_None_None_uniform;-55.849971;1471.994614
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_2_None_None_uniform;59.768841;1087.343104
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_3_None_None_uniform;8.652653;892.528200
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_4_None_None_uniform;31.504054;765.696316
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_5_None_None_uniform;51.083167;684.333295
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_6_None_None_uniform;47.949770;626.843242
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_7_None_None_uniform;53.391613;589.274992
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_8_None_None_uniform;46.448469;558.751630
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_9_None_None_uniform;42.775069;533.320201
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_10_None_None_uniform;46.293784;517.482223
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_15_None_None_uniform;31.093086;435.294881
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_20_None_None_uniform;32.685488;389.489574
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_25_None_None_uniform;28.993832;358.889345
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_30_None_None_uniform;28.758408;346.947545
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_35_None_None_uniform;26.510366;325.886908
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_40_None_None_uniform;30.155563;311.146645
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_45_None_None_uniform;34.855729;295.442429
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_40_50_None_None_uniform;31.115612;286.765399
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_1_None_None_uniform;-64.137783;1475.196211
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_2_None_None_uniform;51.481029;1088.267318
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_3_None_None_uniform;0.364841;892.741684
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_4_None_None_uniform;23.216242;765.715202
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_5_None_None_uniform;42.795355;683.871991
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_6_None_None_uniform;39.661958;628.312492
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_7_None_None_uniform;45.103801;589.308020
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_8_None_None_uniform;38.160657;558.081858
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_9_None_None_uniform;34.487257;531.774289
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_10_None_None_uniform;38.005972;515.623533
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_15_None_None_uniform;22.805274;433.818251
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_20_None_None_uniform;24.397676;387.745562
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_25_None_None_uniform;20.706020;357.250536
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_30_None_None_uniform;20.470596;344.835095
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_35_None_None_uniform;18.222554;323.940535
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_40_None_None_uniform;21.867751;308.508950
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_45_None_None_uniform;26.567917;291.388426
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_45_50_None_None_uniform;22.827800;282.401494
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_1_None_None_uniform;-64.843873;1477.848116
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_2_None_None_uniform;50.774939;1085.718595
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_3_None_None_uniform;-0.341248;892.794486
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_4_None_None_uniform;22.510153;768.644092
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_5_None_None_uniform;42.089265;687.440069
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_6_None_None_uniform;38.955869;633.648680
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_7_None_None_uniform;44.397712;594.880001
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_8_None_None_uniform;37.454567;563.794534
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_9_None_None_uniform;33.781168;539.253402
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_10_None_None_uniform;37.299883;523.162056
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_15_None_None_uniform;22.099185;439.624783
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_20_None_None_uniform;23.691587;394.671188
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_25_None_None_uniform;19.999931;362.657064
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_30_None_None_uniform;19.764507;350.108004
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_35_None_None_uniform;17.516465;328.550706
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_40_None_None_uniform;21.161662;313.315126
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_45_None_None_uniform;25.861827;297.191671
10_75_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_50_50_None_None_uniform;22.121710;287.727643
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_1_None_None_uniform;-106.100611;1925.626864
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_2_None_None_uniform;-61.887696;1656.512481
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_3_None_None_uniform;-93.385300;1582.232394
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_4_None_None_uniform;-90.824003;1500.612451
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_5_None_None_uniform;-84.834193;1479.407997
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_6_None_None_uniform;-85.846444;1451.397288
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_7_None_None_uniform;-75.416496;1428.185505
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_8_None_None_uniform;-77.877574;1400.845603
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_9_None_None_uniform;-83.656594;1382.018210
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_10_None_None_uniform;-85.158487;1368.383790
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_15_None_None_uniform;-87.852786;1322.198986
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_20_None_None_uniform;-82.613469;1302.505410
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_25_None_None_uniform;-82.694457;1283.816269
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_30_None_None_uniform;-80.006167;1285.225244
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_35_None_None_uniform;-74.339356;1295.891648
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_40_None_None_uniform;-74.236446;1285.319857
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_45_None_None_uniform;-73.629012;1280.717645
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_1_50_None_None_uniform;-71.653195;1269.463475
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_1_None_None_uniform;-56.917570;1619.426821
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_2_None_None_uniform;-12.704655;1317.344874
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_3_None_None_uniform;-44.202259;1223.165232
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_4_None_None_uniform;-41.640962;1124.463903
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_5_None_None_uniform;-35.651152;1077.595754
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_6_None_None_uniform;-36.663403;1044.615041
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_7_None_None_uniform;-26.233455;1015.468010
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_8_None_None_uniform;-28.694533;982.312208
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_9_None_None_uniform;-34.473553;964.415990
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_10_None_None_uniform;-35.975446;945.351862
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_15_None_None_uniform;-38.669745;901.155652
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_20_None_None_uniform;-33.430428;879.837112
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_25_None_None_uniform;-33.511417;865.745655
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_30_None_None_uniform;-30.823126;864.818752
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_35_None_None_uniform;-25.156315;872.181853
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_40_None_None_uniform;-25.053405;863.055866
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_45_None_None_uniform;-24.445971;861.993794
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_2_50_None_None_uniform;-22.470154;850.392710
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_1_None_None_uniform;-34.155925;1449.486525
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_2_None_None_uniform;10.056990;1133.678188
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_3_None_None_uniform;-21.440614;1037.427262
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_4_None_None_uniform;-18.879317;943.717969
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_5_None_None_uniform;-12.889507;890.684694
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_6_None_None_uniform;-13.901758;854.591198
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_7_None_None_uniform;-3.471810;819.526791
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_8_None_None_uniform;-5.932888;793.800712
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_9_None_None_uniform;-11.711908;773.606602
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_10_None_None_uniform;-13.213801;758.083414
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_15_None_None_uniform;-15.908100;732.219968
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_20_None_None_uniform;-10.668784;718.556234
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_25_None_None_uniform;-10.749772;710.389568
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_30_None_None_uniform;-8.061481;709.935001
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_35_None_None_uniform;-2.394670;712.268594
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_40_None_None_uniform;-2.291760;707.179653
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_45_None_None_uniform;-1.684326;707.493377
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_3_50_None_None_uniform;0.291490;703.037334
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_1_None_None_uniform;-4.089432;1428.198508
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_2_None_None_uniform;40.123483;1095.588840
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_3_None_None_uniform;8.625879;998.130177
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_4_None_None_uniform;11.187176;903.081400
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_5_None_None_uniform;17.176987;856.685233
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_6_None_None_uniform;16.164735;812.394906
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_7_None_None_uniform;26.594684;782.049923
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_8_None_None_uniform;24.133605;759.774485
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_9_None_None_uniform;18.354585;739.725703
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_10_None_None_uniform;16.852692;726.278631
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_15_None_None_uniform;14.158394;690.468172
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_20_None_None_uniform;19.397710;667.438195
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_25_None_None_uniform;19.316722;651.744052
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_30_None_None_uniform;22.005012;651.773152
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_35_None_None_uniform;27.671823;651.748922
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_40_None_None_uniform;27.774733;648.557773
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_45_None_None_uniform;28.382167;648.288661
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_4_50_None_None_uniform;30.357984;643.524641
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_1_None_None_uniform;-11.465109;1396.973890
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_2_None_None_uniform;32.747806;1048.837091
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_3_None_None_uniform;1.250202;956.700334
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_4_None_None_uniform;3.811499;852.485077
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_5_None_None_uniform;9.801309;801.156306
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_6_None_None_uniform;8.789058;762.642545
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_7_None_None_uniform;19.219006;727.900842
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_8_None_None_uniform;16.757928;705.167418
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_9_None_None_uniform;10.978908;688.099233
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_10_None_None_uniform;9.477015;673.239458
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_15_None_None_uniform;6.782716;633.952753
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_20_None_None_uniform;12.022032;605.579779
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_25_None_None_uniform;11.941044;589.291174
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_30_None_None_uniform;14.629335;588.458187
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_35_None_None_uniform;20.296146;589.662187
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_40_None_None_uniform;20.399056;586.698343
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_45_None_None_uniform;21.006490;587.921966
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_5_50_None_None_uniform;22.982306;585.677971
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_1_None_None_uniform;-16.522824;1378.115170
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_2_None_None_uniform;27.690091;1021.032468
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_3_None_None_uniform;-3.807513;934.811600
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_4_None_None_uniform;-1.246216;829.129904
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_5_None_None_uniform;4.743595;779.827216
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_6_None_None_uniform;3.731343;744.343766
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_7_None_None_uniform;14.161292;709.821131
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_8_None_None_uniform;11.700213;685.772509
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_9_None_None_uniform;5.921194;667.544516
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_10_None_None_uniform;4.419300;654.796228
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_15_None_None_uniform;1.725002;610.658963
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_20_None_None_uniform;6.964318;581.977000
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_25_None_None_uniform;6.883330;560.888827
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_30_None_None_uniform;9.571620;561.110671
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_35_None_None_uniform;15.238431;562.350778
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_40_None_None_uniform;15.341341;560.082594
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_45_None_None_uniform;15.948775;561.990381
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_6_50_None_None_uniform;17.924592;558.746623
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_1_None_None_uniform;-18.087474;1356.482690
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_2_None_None_uniform;26.125441;999.773854
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_3_None_None_uniform;-5.372163;918.714387
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_4_None_None_uniform;-2.810866;813.300692
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_5_None_None_uniform;3.178944;763.175340
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_6_None_None_uniform;2.166693;723.363671
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_7_None_None_uniform;12.596641;688.021851
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_8_None_None_uniform;10.135563;662.569307
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_9_None_None_uniform;4.356543;646.492161
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_10_None_None_uniform;2.854650;636.797776
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_15_None_None_uniform;0.160351;593.860861
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_20_None_None_uniform;5.399667;565.305505
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_25_None_None_uniform;5.318679;547.324813
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_30_None_None_uniform;8.006970;545.290899
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_35_None_None_uniform;13.673781;544.553413
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_40_None_None_uniform;13.776691;542.753366
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_45_None_None_uniform;14.384125;544.534787
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_7_50_None_None_uniform;16.359941;542.500344
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_1_None_None_uniform;-12.730937;1347.875403
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_2_None_None_uniform;31.481978;987.457864
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_3_None_None_uniform;-0.015626;904.035760
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_4_None_None_uniform;2.545671;791.357099
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_5_None_None_uniform;8.535481;738.998644
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_6_None_None_uniform;7.523229;696.459055
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_7_None_None_uniform;17.953178;656.983152
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_8_None_None_uniform;15.492100;633.845421
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_9_None_None_uniform;9.713080;616.385266
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_10_None_None_uniform;8.211187;605.178202
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_15_None_None_uniform;5.516888;558.473009
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_20_None_None_uniform;10.756204;529.127891
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_25_None_None_uniform;10.675216;511.912804
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_30_None_None_uniform;13.363507;508.181749
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_35_None_None_uniform;19.030318;505.378855
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_40_None_None_uniform;19.133228;504.243151
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_45_None_None_uniform;19.740662;506.109930
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_8_50_None_None_uniform;21.716478;505.897608
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_1_None_None_uniform;-5.360017;1344.126943
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_2_None_None_uniform;38.852898;983.858789
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_3_None_None_uniform;7.355294;901.578195
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_4_None_None_uniform;9.916591;789.944248
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_5_None_None_uniform;15.906401;738.901644
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_6_None_None_uniform;14.894149;691.867429
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_7_None_None_uniform;25.324098;651.387644
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_8_None_None_uniform;22.863020;628.263763
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_9_None_None_uniform;17.084000;608.929467
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_10_None_None_uniform;15.582107;596.425539
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_15_None_None_uniform;12.887808;546.606776
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_20_None_None_uniform;18.127124;516.447201
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_25_None_None_uniform;18.046136;498.485921
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_30_None_None_uniform;20.734426;494.393366
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_35_None_None_uniform;26.401238;490.008044
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_40_None_None_uniform;26.504148;488.511322
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_45_None_None_uniform;27.111582;488.680327
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_9_50_None_None_uniform;29.087398;485.448511
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_1_None_None_uniform;-6.254369;1344.900236
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_2_None_None_uniform;37.958546;983.509678
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_3_None_None_uniform;6.460942;899.983449
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_4_None_None_uniform;9.022239;784.794051
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_5_None_None_uniform;15.012049;726.473451
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_6_None_None_uniform;13.999797;674.247680
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_7_None_None_uniform;24.429746;631.502871
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_8_None_None_uniform;21.968668;609.466517
10_100_False_None_adadelta_mse_300_10_tanh_linear__100000_1_True_True_True_10_9_None_None_uniform;16.189648;588.290593
